,Transaction ID,Transaction Date,Menu,Category,Menu ID,Qty,Price,Total Spent,Payment Method,Order Type
7350,SUN-4892168,2023-06-29,unknown,Drinks,DRK-04,2,38000,missing,Cash,unknown
7351,SUN-7485431,2023-03-13,New York Cheesecake,Dessert,DST-03,1,42000,unknown,Cash,Dine In
7352,SUN-8788791,2023-04-27,Classic Tirmaisu,Dessert,DST-01,nan,38000,152000,Debit Card,unknown
7353,SUN-1995167,2023-06-02,Cinnamon Roll,Dessert,unknown,2,28000,56000,Debit Card,Take Away
7354,SUN-6231021,2023-01-01,Iced Americano,Drinks,DRK-02,4,28000,112000,unknown,Take Away
7355,SUN-8690463,2023-04-27,Club Sandwich,error,FOD-05,4,45000,180000,Digital Wallet,Dine In
7356,SUN-8506533,2023-02-24,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Digital Wallet,Online Order
7357,SUN-8896224,2023-02-18,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Cash,Take Away
7358,SUN-9779967,2023-07-31,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Debit Card,Online Order
7359,SUN-5860505,2023-08-14,Espreso Single,Drinks,DRK-01,1,22000,22000,Cash,Dine In
7360,SUN-4217423,2023-12-19,Nasi Goreng Kampung,Food,FOD-03,missing,38000,38000,nan,unknown
7361,SUN-1584657,2023-12-11,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,nan,Online Order
7362,SUN-3721536,2023-03-07,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Cash,error
7363,SUN-6984594,2023-01-15,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Debit Card,Online Order
7364,SUN-4924245,2023-11-23,missing,Food,FOD-01,unknown,48000,48000,Digital Wallet,Take Away
7365,SUN-2582617,2023-10-09,Club Sandwich,Food,FOD-05,2,45000,90000,nan,Dine In
7366,SUN-2831050,2023-11-05,Nasi Goreng Kampung,Food,FOD-03,3,38000,unknown,Cash,Take Away
7367,SUN-5490705,2023-05-09,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Dine In
7368,SUN-5544024,2023-03-29,missing,Food,FOD-03,nan,38000,nan,Cash,Dine In
7369,SUN-7316025,2023-04-10,Club Sandwich,Food,FOD-05,3,45000,135000,Cash,Take Away
7370,SUN-8621713,2023-01-31,Choco Lava Cake,Dessert,missing,2,35000,70000,Cash,Dine In
7371,SUN-9465993,2023-10-17,Creamy Maycha Latte,Drinks,DRK-05,error,35000,70000,Digital Wallet,Dine In
7372,SUN-1550425,2023-04-30,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Dine In
7373,SUN-9951372,2023-12-07,missing,Dessert,error,2,35000,70000,Cash,Dine In
7374,SUN-1724733,2023-03-20,nan,Dessert,DST-03,1,42000,42000,Debit Card,Take Away
7375,SUN-2975786,2023-12-25,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Debit Card,nan
7376,SUN-8606942,2023-04-11,Nasi Goreng Kampung,Food,nan,4,38000,152000,Debit Card,Dine In
7377,SUN-3660045,2023-12-07,Beef Carbonara Pasta,Food,FOD-02,nan,52000,52000,Cash,Dine In
7378,SUN-7224109,2023-03-25,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Cash,missing
7379,SUN-1193804,2023-02-15,Cafe Latte,Drinks,DRK-03,3,32000,96000,Cash,Take Away
7380,SUN-7710282,2023-11-19,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Debit Card,Online Order
7381,SUN-9891491,2023-01-05,Cinnamon Roll,error,DST-05,1,28000,28000,Digital Wallet,Dine In
7382,SUN-2980317,2023-01-23,Cinnamon Roll,Dessert,DST-05,4,28000,unknown,Digital Wallet,Dine In
7383,SUN-2668327,2023-09-30,Creamy Maycha Latte,Drinks,nan,3,35000,105000,Digital Wallet,Dine In
7384,SUN-5146276,2023-01-05,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Digital Wallet,Online Order
7385,SUN-3792678,2023-10-06,Espreso Single,Drinks,DRK-01,2,22000,44000,Digital Wallet,Take Away
7386,SUN-2897481,2023-09-07,Iced Americano,Drinks,DRK-02,1,unknown,28000,Digital Wallet,Dine In
7387,SUN-2922194,2023-02-24,Nasi Goreng Kampung,Food,FOD-03,4,unknown,152000,Debit Card,Dine In
7388,SUN-1806727,2023-08-28,unknown,Dessert,nan,3,28000,84000,Digital Wallet,Dine In
7389,SUN-5200146,2023-07-29,missing,Food,FOD-03,error,38000,152000,nan,unknown
7390,SUN-2992808,2023-12-07,New York Cheesecake,Dessert,DST-03,error,42000,84000,Digital Wallet,Take Away
7391,SUN-6302351,2023-08-24,unknown,unknown,DRK-01,2,22000,unknown,Debit Card,Dine In
7392,SUN-2071532,2023-03-31,error,Drinks,DRK-04,nan,38000,152000,Cash,Take Away
7393,SUN-4785705,2023-05-20,unknown,error,DST-02,2,25000,50000,Debit Card,Take Away
7394,SUN-2861782,2023-11-04,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Digital Wallet,Dine In
7395,SUN-2651695,2023-03-03,Iced Americano,Drinks,DRK-02,4,28000,112000,Cash,error
7396,SUN-1318240,error,missing,error,error,4,missing,168000,Cash,Take Away
7397,SUN-5904566,2023-05-05,Fudgy Brownies,Dessert,DST-02,4,error,100000,Digital Wallet,Take Away
7398,SUN-2368715,2023-04-08,Club Sandwich,Food,FOD-05,2,nan,90000,Digital Wallet,Online Order
7399,SUN-9753825,2023-04-13,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Debit Card,Dine In
7400,SUN-2131601,2023-08-27,unknown,Dessert,DST-05,2,28000,56000,Digital Wallet,Dine In
7401,SUN-5124840,2023-01-03,Caramel Machiato,nan,nan,2,38000,76000,Digital Wallet,Online Order
7402,SUN-5434868,2023-08-30,Buttermilk Fried Chicken,Food,unknown,3,48000,144000,Debit Card,Take Away
7403,SUN-9676132,2023-04-11,Espreso Single,Drinks,DRK-01,4,22000,88000,Digital Wallet,Dine In
7404,SUN-1751210,2023-12-25,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,missing,Online Order
7405,SUN-2349932,2023-04-01,Buttermilk Fried Chicken,nan,FOD-01,4,error,192000,nan,Take Away
7406,SUN-8709856,2023-02-06,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,missing
7407,SUN-5513510,2023-09-04,Caramel Machiato,Drinks,DRK-04,3,38000,error,missing,Take Away
7408,SUN-5833336,2023-12-13,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Take Away
7409,SUN-3392264,2023-08-21,Club Sandwich,Food,FOD-05,1,45000,45000,nan,unknown
7410,SUN-1552593,2023-05-22,unknown,Drinks,DRK-04,1,unknown,38000,missing,Take Away
7411,SUN-3244078,2023-09-04,missing,Dessert,DST-01,2,38000,76000,Debit Card,Online Order
7412,SUN-4173109,2023-01-20,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Debit Card,Take Away
7413,SUN-2437618,2023-04-17,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Digital Wallet,error
7414,SUN-2110691,2023-04-13,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,missing,Debit Card,Take Away
7415,SUN-6307645,2023-08-06,unknown,Dessert,DST-05,2,28000,56000,Digital Wallet,missing
7416,SUN-3858270,2023-03-09,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Digital Wallet,Online Order
7417,SUN-8059657,2023-02-13,Club Sandwich,Food,FOD-05,missing,45000,missing,Debit Card,Online Order
7418,SUN-9882652,2023-03-05,Iced Americano,nan,error,4,28000,112000,Digital Wallet,Online Order
7419,SUN-3100386,2023-10-07,Classic Tirmaisu,Dessert,nan,3,38000,114000,Debit Card,Dine In
7420,SUN-8312312,2023-08-21,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Cash,Dine In
7421,SUN-3047362,2023-12-10,Cinnamon Roll,Dessert,DST-05,2,28000,missing,Cash,Dine In
7422,SUN-7252853,2023-08-13,Caramel Machiato,Drinks,DRK-04,unknown,38000,nan,Debit Card,Take Away
7423,SUN-1669139,2023-10-07,Cafe Latte,Drinks,DRK-03,2,32000,64000,Debit Card,Dine In
7424,SUN-1062485,2023-09-19,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Debit Card,Online Order
7425,SUN-5280017,2023-09-24,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Debit Card,Online Order
7426,SUN-9847379,2023-04-03,Cinnamon Roll,Dessert,DST-05,nan,28000,28000,Cash,Take Away
7427,SUN-3137093,2023-07-28,Fudgy Brownies,Dessert,DST-02,3,error,nan,nan,Dine In
7428,SUN-6050805,2023-07-07,missing,Food,FOD-03,3,38000,114000,Debit Card,unknown
7429,SUN-9826942,2023-10-06,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Digital Wallet,Take Away
7430,SUN-2026303,2023-03-03,Iced Americano,unknown,DRK-02,2,28000,56000,missing,Take Away
7431,SUN-6440082,2023-06-19,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Cash,Dine In
7432,SUN-4374733,2023-09-13,nan,Drinks,DRK-04,3,38000,114000,nan,Online Order
7433,SUN-4670020,2023-04-05,Espreso Single,Drinks,DRK-01,4,22000,88000,Cash,Dine In
7434,SUN-9810074,2023-01-28,Cinnamon Roll,Dessert,DST-05,1,28000,28000,error,Take Away
7435,SUN-3721455,2023-10-12,Cafe Latte,Drinks,DRK-03,3,32000,nan,Digital Wallet,Online Order
7436,SUN-3916047,2023-06-16,missing,unknown,DRK-01,4,22000,88000,missing,Online Order
7437,SUN-2216468,2023-07-08,Caramel Machiato,Drinks,DRK-04,3,error,114000,Debit Card,Online Order
7438,SUN-2860580,2023-03-13,New York Cheesecake,Dessert,DST-03,2,42000,missing,Debit Card,Take Away
7439,SUN-1705700,2023-12-04,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Cash,Take Away
7440,SUN-8789757,2023-07-18,Espreso Single,Drinks,DRK-01,3,22000,66000,Digital Wallet,Dine In
7441,SUN-2217186,2023-08-03,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Debit Card,error
7442,SUN-4137081,2023-06-25,Club Sandwich,missing,nan,1,nan,45000,Debit Card,missing
7443,SUN-1686857,2023-07-14,Fudgy Brownies,Dessert,DST-02,1,25000,25000,nan,Dine In
7444,SUN-2527539,2023-10-16,error,Food,FOD-01,4,48000,192000,Debit Card,nan
7445,SUN-7432039,2023-01-15,Classic Tirmaisu,Dessert,DST-01,2,38000,error,Debit Card,unknown
7446,SUN-2274698,2023-08-14,Cafe Latte,Drinks,DRK-03,error,32000,96000,Cash,missing
7447,SUN-6850790,2023-03-22,Fudgy Brownies,Dessert,DST-02,2,25000,error,Digital Wallet,Dine In
7448,SUN-6662586,2023-12-21,missing,Food,nan,4,45000,180000,Cash,nan
7449,SUN-8901170,2023-09-20,missing,Dessert,DST-01,4,38000,152000,Cash,Dine In
7450,SUN-5644625,2023-03-24,New York Cheesecake,Dessert,DST-03,1,missing,42000,Debit Card,Online Order
7451,SUN-5440824,2023-06-10,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Debit Card,Dine In
7452,SUN-4972440,2023-03-23,Club Sandwich,Food,FOD-05,4,45000,180000,Cash,Dine In
7453,SUN-6037835,2023-12-04,Creamy Maycha Latte,Drinks,DRK-05,nan,35000,105000,Digital Wallet,Dine In
7454,SUN-5989535,2023-12-15,Espreso Single,Drinks,DRK-01,4,error,88000,Digital Wallet,error
7455,SUN-3880482,2023-08-13,unknown,Dessert,DST-02,1,25000,25000,Debit Card,Take Away
7456,SUN-4924877,2023-12-25,Club Sandwich,Food,FOD-05,4,45000,180000,error,Dine In
7457,SUN-9486672,2023-04-07,New York Cheesecake,error,DST-03,1,42000,42000,Debit Card,Dine In
7458,SUN-2195366,2023-08-22,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Cash,Dine In
7459,SUN-2935924,2023-03-31,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,nan,Dine In
7460,SUN-4611558,2023-01-23,Iced Americano,missing,DRK-02,1,28000,28000,Debit Card,Dine In
7461,SUN-8224057,2023-04-17,New York Cheesecake,Dessert,DST-03,1,42000,42000,Debit Card,Online Order
7462,SUN-7153531,2023-06-07,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Debit Card,Online Order
7463,SUN-4406940,2023-03-21,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Debit Card,Online Order
7464,SUN-3696174,2023-04-10,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Digital Wallet,Online Order
7465,SUN-5786815,2023-07-14,New York Cheesecake,Dessert,DST-03,3,42000,126000,Cash,nan
7466,SUN-1680072,2023-06-30,Club Sandwich,Food,FOD-05,4,45000,180000,Cash,Take Away
7467,SUN-7255949,2023-01-31,Espreso Single,Drinks,DRK-01,3,22000,66000,unknown,Dine In
7468,SUN-7582061,2023-11-05,Espreso Single,Drinks,DRK-01,error,22000,22000,Debit Card,Online Order
7469,SUN-7340068,2023-07-31,Iced Americano,Drinks,DRK-02,3,28000,84000,Debit Card,Online Order
7470,SUN-7046344,2023-01-10,Club Sandwich,Food,FOD-05,2,45000,90000,Digital Wallet,Online Order
7471,SUN-1440834,2023-06-06,error,Dessert,DST-03,4,42000,168000,Digital Wallet,Online Order
7472,SUN-6585292,2023-02-13,missing,Dessert,DST-02,3,25000,unknown,Debit Card,Dine In
7473,SUN-8079827,2023-11-17,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Debit Card,Dine In
7474,SUN-3797009,2023-06-13,Iced Americano,Drinks,DRK-02,4,28000,112000,Digital Wallet,Take Away
7475,SUN-2487279,2023-11-22,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Debit Card,Online Order
7476,SUN-8184242,2023-10-02,unknown,Food,FOD-02,4,52000,208000,Debit Card,Take Away
7477,SUN-3770322,2023-04-19,Cafe Latte,Drinks,DRK-03,1,32000,32000,Digital Wallet,Online Order
7478,SUN-1782776,2023-01-17,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Digital Wallet,Dine In
7479,SUN-3692631,2023-03-11,missing,Dessert,missing,2,35000,70000,Digital Wallet,missing
7480,SUN-6339292,2023-12-11,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Digital Wallet,Take Away
7481,SUN-6918248,2023-06-04,nan,Food,FOD-03,1,38000,38000,Debit Card,error
7482,SUN-6674412,2023-06-26,Buttermilk Fried Chicken,Food,FOD-01,1,48000,missing,Cash,Dine In
7483,SUN-4177855,2023-07-04,nan,Dessert,DST-05,1,28000,28000,Debit Card,Take Away
7484,SUN-9340231,2023-02-02,Cinnamon Roll,error,DST-05,2,28000,56000,Debit Card,Take Away
7485,SUN-4936628,2023-09-17,Espreso Single,Drinks,unknown,1,22000,22000,Debit Card,Online Order
7486,SUN-9999301,2023-02-02,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,unknown,Online Order
7487,SUN-7198114,2023-12-21,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Digital Wallet,unknown
7488,SUN-8066877,2023-02-04,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Debit Card,Online Order
7489,SUN-2501500,2023-11-23,Buttermilk Fried Chicken,Food,FOD-01,3,missing,144000,error,Dine In
7490,SUN-4118604,2023-05-27,Cafe Latte,unknown,DRK-03,2,32000,64000,missing,Take Away
7491,SUN-1880396,missing,Espreso Single,Drinks,DRK-01,2,22000,unknown,Debit Card,Dine In
7492,SUN-1428329,2023-05-21,Choco Lava Cake,Dessert,DST-04,2,35000,70000,nan,Take Away
7493,SUN-7625977,2023-07-20,Grill Chicken Caesar Salad,Food,FOD-04,4,error,error,Debit Card,Online Order
7494,SUN-7973765,2023-08-16,nan,Drinks,DRK-05,4,35000,140000,Digital Wallet,Take Away
7495,SUN-8772653,2023-08-01,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Digital Wallet,error
7496,SUN-2760479,2023-06-21,nan,Dessert,DST-05,1,28000,28000,Debit Card,Dine In
7497,SUN-6861653,2023-11-17,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,error,Dine In
7498,SUN-1259063,2023-03-07,Iced Americano,Drinks,DRK-02,1,28000,28000,Cash,Dine In
7499,SUN-7374508,2023-02-08,Fudgy Brownies,Dessert,DST-02,1,25000,missing,Digital Wallet,Dine In
7500,SUN-4220531,2023-02-21,missing,Food,missing,1,48000,48000,missing,Dine In
7501,SUN-8601914,2023-10-25,unknown,missing,DST-04,3,error,105000,Cash,Take Away
7502,SUN-7426690,2023-05-27,unknown,Drinks,DRK-04,missing,38000,38000,Digital Wallet,nan
7503,SUN-3058684,2023-04-06,Creamy Maycha Latte,Drinks,DRK-05,unknown,35000,140000,Debit Card,Online Order
7504,SUN-4798689,2023-09-30,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Debit Card,Take Away
7505,SUN-7497080,2023-02-09,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Digital Wallet,unknown
7506,SUN-2002025,2023-08-24,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Online Order
7507,SUN-7559437,2023-12-24,Cafe Latte,Drinks,DRK-03,4,32000,128000,missing,Take Away
7508,SUN-5719162,2023-11-05,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Debit Card,Take Away
7509,SUN-1770902,2023-05-07,Cinnamon Roll,Dessert,DST-05,missing,28000,56000,Digital Wallet,Online Order
7510,SUN-3348411,2023-08-15,New York Cheesecake,Dessert,DST-03,1,42000,42000,Digital Wallet,Dine In
7511,SUN-4211775,2023-09-30,Choco Lava Cake,Dessert,DST-04,nan,35000,70000,Digital Wallet,Take Away
7512,SUN-5020520,2023-12-24,Cinnamon Roll,error,nan,1,28000,missing,Digital Wallet,Dine In
7513,SUN-2501897,2023-05-13,New York Cheesecake,Dessert,DST-03,missing,42000,126000,Debit Card,Take Away
7514,SUN-2417873,2023-07-26,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,unknown,Dine In
7515,SUN-5134257,2023-04-17,Cinnamon Roll,Dessert,DST-05,error,28000,112000,error,Take Away
7516,SUN-5813854,2023-05-05,Beef Carbonara Pasta,Food,unknown,4,error,208000,Cash,missing
7517,SUN-6617239,2023-07-18,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Debit Card,unknown
7518,SUN-4684272,2023-08-11,Espreso Single,Drinks,DRK-01,3,22000,66000,Cash,Dine In
7519,SUN-7316982,2023-03-27,Cinnamon Roll,Dessert,unknown,4,28000,112000,missing,Dine In
7520,SUN-7785825,2023-09-17,missing,Drinks,DRK-03,1,32000,32000,Digital Wallet,Take Away
7521,SUN-5708372,2023-03-31,New York Cheesecake,Dessert,DST-03,2,42000,84000,Debit Card,Take Away
7522,SUN-4165572,2023-04-09,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Digital Wallet,Online Order
7523,SUN-9015249,2023-01-19,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Digital Wallet,missing
7524,SUN-5078412,2023-11-19,Fudgy Brownies,nan,DST-02,3,25000,75000,Cash,error
7525,SUN-3950950,2023-09-18,nan,Drinks,DRK-01,3,22000,error,nan,Take Away
7526,SUN-9002776,2023-05-23,Espreso Single,Drinks,DRK-01,2,22000,44000,Debit Card,Online Order
7527,SUN-7394435,2023-12-03,Cafe Latte,Drinks,DRK-03,4,nan,128000,error,Take Away
7528,SUN-3286636,2023-08-07,Espreso Single,Drinks,DRK-01,3,unknown,66000,Cash,nan
7529,SUN-2497938,2023-01-02,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,missing,Take Away
7530,SUN-7677505,2023-02-10,Classic Tirmaisu,Dessert,DST-01,missing,38000,76000,Debit Card,Dine In
7531,SUN-6389464,2023-04-16,Nasi Goreng Kampung,Food,FOD-03,2,38000,unknown,Cash,Take Away
7532,SUN-7496054,2023-02-19,Club Sandwich,Food,FOD-05,4,45000,error,nan,error
7533,SUN-7667320,2023-11-14,Nasi Goreng Kampung,Food,FOD-03,3,nan,114000,Cash,Take Away
7534,SUN-6028912,2023-10-02,error,Drinks,DRK-02,3,28000,nan,error,Online Order
7535,SUN-4378536,2023-08-08,Espreso Single,Drinks,DRK-01,2,22000,44000,Cash,Dine In
7536,SUN-8964282,2023-06-20,Cafe Latte,Drinks,DRK-03,4,32000,128000,error,Online Order
7537,SUN-4060279,2023-02-16,Cinnamon Roll,Dessert,nan,4,28000,112000,Cash,Dine In
7538,SUN-2807789,2023-10-22,Nasi Goreng Kampung,Food,FOD-03,missing,38000,38000,Digital Wallet,Dine In
7539,SUN-8046149,2023-03-29,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Digital Wallet,Dine In
7540,SUN-2272193,2023-05-14,Choco Lava Cake,Dessert,DST-04,nan,35000,35000,Cash,Dine In
7541,SUN-5318936,2023-03-17,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Cash,Take Away
7542,SUN-4849474,2023-05-23,Classic Tirmaisu,Dessert,DST-01,error,38000,76000,Digital Wallet,Online Order
7543,SUN-1956803,2023-01-13,Grill Chicken Caesar Salad,Food,FOD-04,1,error,42000,Cash,Dine In
7544,SUN-2823825,2023-08-31,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Online Order
7545,SUN-8815301,2023-02-16,Cafe Latte,Drinks,DRK-03,missing,32000,64000,Debit Card,Online Order
7546,SUN-7872347,2023-11-02,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Debit Card,Online Order
7547,SUN-6896663,2023-02-16,nan,Dessert,DST-05,3,28000,84000,unknown,Take Away
7548,SUN-5423157,2023-03-17,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Cash,Take Away
7549,SUN-1722350,2023-07-03,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Debit Card,nan
7550,SUN-6435931,2023-02-07,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Digital Wallet,Online Order
7551,SUN-6420587,2023-10-08,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Debit Card,unknown
7552,SUN-4359340,2023-04-16,Fudgy Brownies,error,DST-02,4,25000,100000,missing,Take Away
7553,SUN-4604080,2023-07-09,Choco Lava Cake,Dessert,DST-04,3,error,105000,Debit Card,Online Order
7554,SUN-3881351,2023-11-22,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Debit Card,Dine In
7555,SUN-8929921,2023-08-28,Club Sandwich,Food,FOD-05,4,unknown,180000,Cash,Dine In
7556,SUN-1917674,2023-06-29,error,Dessert,DST-02,1,25000,25000,nan,Take Away
7557,SUN-1848095,2023-11-19,Iced Americano,Drinks,DRK-02,4,28000,112000,Digital Wallet,Online Order
7558,SUN-6267022,2023-06-29,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Digital Wallet,Online Order
7559,SUN-4738140,2023-10-13,Cafe Latte,missing,DRK-03,3,32000,96000,Digital Wallet,Online Order
7560,SUN-8398510,2023-10-19,Caramel Machiato,Drinks,DRK-04,4,38000,152000,error,Dine In
7561,SUN-6759112,2023-02-06,Choco Lava Cake,nan,DST-04,2,35000,70000,Debit Card,Take Away
7562,SUN-9142790,2023-08-06,error,Food,FOD-02,1,52000,52000,unknown,Online Order
7563,SUN-9831131,2023-01-10,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Debit Card,error
7564,SUN-2039368,2023-06-07,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Online Order
7565,SUN-6613149,2023-12-06,Cafe Latte,Drinks,DRK-03,3,32000,nan,unknown,Online Order
7566,SUN-3380532,2023-05-18,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Debit Card,unknown
7567,SUN-8955160,2023-04-06,missing,Drinks,DRK-01,3,22000,66000,unknown,Take Away
7568,SUN-9507968,2023-08-22,error,Dessert,DST-04,4,35000,140000,Debit Card,unknown
7569,SUN-4937175,2023-11-12,unknown,Drinks,DRK-03,3,32000,error,Cash,Dine In
7570,SUN-7924558,2023-10-30,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Debit Card,Dine In
7571,SUN-8082886,2023-03-05,Club Sandwich,Food,FOD-05,4,45000,180000,Digital Wallet,Take Away
7572,SUN-1749829,2023-11-07,Creamy Maycha Latte,error,DRK-05,4,35000,140000,error,Dine In
7573,SUN-3824082,2023-11-17,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Debit Card,Dine In
7574,SUN-4311981,2023-03-26,Buttermilk Fried Chicken,Food,missing,4,48000,192000,Digital Wallet,Online Order
7575,SUN-3857125,2023-06-10,Buttermilk Fried Chicken,error,FOD-01,3,48000,144000,Digital Wallet,Take Away
7576,SUN-8202153,2023-06-21,Cafe Latte,Drinks,DRK-03,4,32000,128000,Debit Card,Take Away
7577,SUN-3264590,2023-01-11,Iced Americano,Drinks,DRK-02,3,error,84000,nan,Online Order
7578,SUN-1653062,2023-05-20,missing,Drinks,nan,4,38000,missing,Debit Card,Dine In
7579,SUN-8831310,2023-12-27,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Digital Wallet,Dine In
7580,SUN-5297829,2023-05-15,Espreso Single,Drinks,DRK-01,1,22000,22000,Digital Wallet,Online Order
7581,SUN-8043952,2023-02-12,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Digital Wallet,Online Order
7582,SUN-8911391,2023-04-15,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,nan,Online Order
7583,SUN-8452779,2023-01-09,Fudgy Brownies,missing,DST-02,2,25000,50000,Debit Card,Dine In
7584,SUN-6288840,2023-08-08,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Debit Card,Online Order
7585,SUN-7782371,2023-10-20,nan,Drinks,DRK-03,3,32000,96000,Digital Wallet,Dine In
7586,SUN-1245262,2023-07-16,Cafe Latte,error,nan,1,32000,32000,missing,error
7587,SUN-8689457,2023-04-30,unknown,Food,FOD-02,2,52000,104000,Digital Wallet,Take Away
7588,SUN-2182422,2023-12-22,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Cash,Take Away
7589,SUN-2644152,2023-01-12,Beef Carbonara Pasta,unknown,FOD-02,2,52000,104000,Debit Card,Online Order
7590,SUN-3366878,2023-04-10,nan,nan,unknown,4,45000,nan,Debit Card,Online Order
7591,SUN-5694862,2023-01-05,Club Sandwich,Food,missing,unknown,45000,45000,Debit Card,Online Order
7592,SUN-5014981,2023-12-24,Beef Carbonara Pasta,nan,FOD-02,4,52000,208000,Debit Card,Take Away
7593,SUN-3461736,2023-05-29,Choco Lava Cake,Dessert,DST-04,4,unknown,140000,Debit Card,Dine In
7594,SUN-5116997,2023-03-26,Club Sandwich,Food,FOD-05,1,45000,45000,Digital Wallet,Dine In
7595,SUN-6443871,2023-02-08,Nasi Goreng Kampung,Food,FOD-03,3,unknown,114000,missing,nan
7596,SUN-6546050,2023-11-29,Iced Americano,Drinks,DRK-02,1,28000,28000,Cash,Take Away
7597,SUN-3285898,2023-05-09,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Debit Card,Take Away
7598,SUN-5285702,2023-03-18,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Digital Wallet,Online Order
7599,SUN-2650423,2023-09-08,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Digital Wallet,Online Order
7600,SUN-3047015,2023-02-25,Club Sandwich,Food,FOD-05,4,45000,180000,nan,Take Away
7601,SUN-5614469,2023-12-14,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Debit Card,Online Order
7602,SUN-4136815,2023-10-27,Choco Lava Cake,nan,DST-04,3,35000,105000,Digital Wallet,Online Order
